age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
53.0,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
41.0,technician,married,professional.course,no,yes,yes,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33.0,technician,married,university.degree,no,yes,yes,telephone,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
52.0,blue-collar,married,basic.9y,no,,yes,telephone,jun,fri,,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
51.0,,divorced,basic.9y,no,yes,no,cellular,may,wed,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
53.0,blue-collar,married,,unknown,yes,no,telephone,,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
35.0,technician,married,university.degree,no,yes,no,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
52.0,management,married,professional.course,no,no,no,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
,management,married,high.school,no,yes,no,cellular,nov,tue,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
40.0,admin.,married,university.degree,unknown,,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
33.0,admin.,married,university.degree,,yes,no,cellular,may,tue,,999.0,1.0,failure,-1.8,,-46.2,1.266,5099.1,1
56.0,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
31.0,services,single,professional.course,no,no,no,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
31.0,blue-collar,married,basic.9y,no,yes,no,,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.313,5099.1,0
34.0,services,married,professional.course,no,no,no,cellular,may,mon,3.0,999.0,,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
46.0,management,married,,no,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
38.0,entrepreneur,married,basic.9y,no,,no,telephone,may,fri,5.0,999.0,0.0,,1.1,93.994,-36.4,4.859,5191.0,0
34.0,admin.,married,high.school,no,no,,cellular,may,tue,5.0,999.0,1.0,failure,-1.8,,-46.2,1.291,5099.1,0
36.0,admin.,married,high.school,no,,no,cellular,,tue,5.0,999.0,,nonexistent,-1.8,92.893,-46.2,,5099.1,0
42.0,management,married,basic.9y,no,no,no,cellular,jul,thu,1.0,999.0,0.0,,1.4,93.918,-42.7,4.968,5228.1,0
23.0,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,,-42.7,4.957,5228.1,0
21.0,admin.,single,high.school,no,no,no,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
59.0,,divorced,basic.4y,no,no,no,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
32.0,technician,single,professional.course,no,yes,no,cellular,aug,tue,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
52.0,blue-collar,single,basic.4y,no,yes,no,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
53.0,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
57.0,admin.,divorced,unknown,unknown,no,no,telephone,jun,tue,19.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,,0
43.0,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48.0,management,married,university.degree,no,yes,no,cellular,oct,wed,1.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.74,5017.5,1
28.0,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29.0,management,single,basic.9y,no,yes,no,telephone,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
33.0,admin.,married,high.school,no,yes,no,cellular,jul,fri,,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
43.0,management,married,high.school,no,no,no,telephone,jun,wed,,999.0,0.0,,1.4,,-41.8,4.962,5228.1,0
35.0,entrepreneur,married,high.school,no,no,no,cellular,jul,wed,4.0,999.0,0.0,nonexistent,-2.9,92.469,,0.933,5076.2,1
56.0,retired,married,high.school,no,no,no,cellular,may,,1.0,,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
20.0,entrepreneur,single,high.school,no,no,no,telephone,may,fri,2.0,999.0,,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
30.0,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
,services,married,high.school,no,yes,no,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
55.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,10.0,999.0,0.0,nonexistent,1.4,,-36.1,4.963,5228.1,0
31.0,services,,high.school,no,yes,no,,may,thu,2.0,,0.0,,-1.8,92.893,-46.2,1.327,5099.1,0
51.0,admin.,single,university.degree,,no,no,cellular,jun,fri,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
56.0,technician,divorced,university.degree,,no,no,cellular,jul,thu,12.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
43.0,blue-collar,married,basic.4y,no,yes,,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,,5099.1,0
48.0,blue-collar,married,basic.9y,no,yes,yes,telephone,may,thu,1.0,999.0,,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
24.0,technician,single,university.degree,no,yes,yes,cellular,nov,tue,3.0,6.0,3.0,,-1.1,94.767,-50.8,1.049,4963.6,1
73.0,retired,married,basic.4y,no,,yes,cellular,aug,fri,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
48.0,management,married,basic.9y,no,yes,yes,cellular,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
46.0,management,married,university.degree,unknown,no,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
49.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,5.0,999.0,0.0,nonexistent,1.4,,-36.1,4.965,5228.1,1
32.0,housemaid,married,high.school,no,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
45.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,,5228.1,0
26.0,services,single,high.school,no,yes,no,cellular,jul,wed,3.0,999.0,,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
53.0,self-employed,married,university.degree,no,no,no,cellular,jul,thu,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30.0,services,single,high.school,unknown,yes,no,,apr,fri,,999.0,0.0,nonexistent,-1.8,93.075,-47.1,,5099.1,0
46.0,technician,single,university.degree,no,no,no,cellular,aug,thu,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
34.0,admin.,married,university.degree,no,yes,no,cellular,may,tue,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,0
31.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
26.0,admin.,married,high.school,no,no,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
35.0,,married,university.degree,no,yes,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
43.0,technician,married,professional.course,no,yes,yes,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,5195.8,0
31.0,admin.,married,high.school,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,,4.856,5191.0,0
34.0,admin.,married,university.degree,no,yes,,telephone,jun,tue,3.0,999.0,0.0,nonexistent,1.4,94.465,,4.961,5228.1,0
31.0,admin.,single,university.degree,,yes,yes,cellular,apr,mon,5.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,1
39.0,unemployed,married,university.degree,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
45.0,admin.,married,high.school,no,yes,no,cellular,nov,,1.0,999.0,1.0,failure,-0.1,,-42.0,4.12,5195.8,0
51.0,admin.,divorced,unknown,no,,unknown,telephone,may,fri,1.0,999.0,,nonexistent,1.1,93.994,-36.4,4.857,,0
55.0,retired,married,basic.9y,unknown,no,no,cellular,may,wed,1.0,999.0,0.0,,-1.8,92.893,-46.2,1.334,5099.1,0
43.0,entrepreneur,married,high.school,no,yes,no,cellular,jul,,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,,0
57.0,retired,married,basic.4y,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
45.0,entrepreneur,married,university.degree,no,yes,no,cellular,jun,fri,3.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
35.0,admin.,single,high.school,no,yes,yes,cellular,jul,thu,16.0,999.0,0.0,,1.4,93.918,-42.7,4.968,5228.1,0
33.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
34.0,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,2.0,999.0,1.0,failure,,92.201,-31.4,,5076.2,0
22.0,services,single,high.school,no,yes,yes,cellular,jun,mon,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
26.0,student,single,university.degree,no,no,no,cellular,nov,fri,1.0,7.0,1.0,success,-3.4,92.649,-30.1,0.714,5017.5,1
50.0,technician,married,professional.course,no,yes,no,telephone,,wed,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,,0
47.0,technician,married,professional.course,unknown,no,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
45.0,admin.,divorced,university.degree,no,yes,yes,cellular,nov,fri,9.0,999.0,0.0,nonexistent,-0.1,93.2,,4.021,5195.8,0
55.0,admin.,married,university.degree,no,yes,no,telephone,mar,,7.0,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,0
22.0,unemployed,single,high.school,no,yes,no,cellular,jul,thu,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1
28.0,self-employed,single,basic.9y,no,no,no,telephone,may,,3.0,999.0,0.0,nonexistent,,93.994,-36.4,4.856,5191.0,0
41.0,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,2.0,999.0,0.0,nonexistent,-1.8,92.893,,1.266,5099.1,0
42.0,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.435,5099.1,0
20.0,student,single,basic.9y,no,yes,no,cellular,mar,thu,2.0,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,0
40.0,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
39.0,self-employed,,high.school,no,yes,no,cellular,nov,fri,1.0,999.0,0.0,nonexistent,-0.1,,-42.0,4.021,5195.8,0
30.0,technician,single,professional.course,no,no,no,cellular,jun,thu,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
39.0,services,married,high.school,no,yes,no,cellular,nov,tue,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
43.0,services,single,university.degree,no,yes,no,cellular,apr,mon,4.0,999.0,,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30.0,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,thu,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
37.0,services,married,basic.6y,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31.0,admin.,single,high.school,no,yes,no,cellular,sep,,1.0,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1
31.0,admin.,single,university.degree,no,yes,no,cellular,nov,fri,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
34.0,admin.,married,university.degree,,yes,no,telephone,aug,thu,1.0,,0.0,nonexistent,,,-36.1,,5228.1,0
35.0,management,married,university.degree,unknown,yes,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
44.0,entrepreneur,married,high.school,no,no,no,cellular,jul,,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48.0,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,0
44.0,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,3.0,999.0,,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
54.0,technician,married,university.degree,unknown,no,no,telephone,jun,mon,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
33.0,services,married,professional.course,no,no,no,telephone,sep,mon,1.0,999.0,,failure,-1.1,94.199,-37.5,0.879,4963.6,0
35.0,self-employed,single,,no,yes,no,cellular,nov,mon,,,0.0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
51.0,services,divorced,basic.4y,unknown,yes,no,telephone,may,thu,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
43.0,management,married,university.degree,no,yes,no,cellular,nov,,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
,blue-collar,married,basic.9y,unknown,no,no,telephone,,tue,1.0,999.0,0.0,,1.4,94.465,-41.8,4.961,5228.1,0
32.0,management,married,high.school,no,no,no,telephone,,mon,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
50.0,technician,married,university.degree,no,no,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
50.0,admin.,married,university.degree,no,yes,no,cellular,dec,tue,3.0,999.0,0.0,nonexistent,-3.0,92.713,-33.0,,5023.5,1
37.0,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
31.0,services,single,high.school,no,yes,,cellular,nov,thu,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
66.0,retired,married,high.school,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1
50.0,technician,married,professional.course,unknown,yes,yes,telephone,jun,fri,7.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
35.0,self-employed,single,university.degree,no,no,no,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
40.0,,divorced,basic.6y,unknown,no,,telephone,jun,wed,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
51.0,technician,married,,unknown,yes,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
31.0,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,2.0,,0.0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
43.0,admin.,,university.degree,unknown,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,,-36.4,4.86,5191.0,0
35.0,blue-collar,married,basic.9y,no,yes,no,telephone,oct,tue,1.0,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,0
28.0,admin.,married,high.school,no,yes,no,,may,fri,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
37.0,,single,university.degree,no,yes,no,telephone,may,thu,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
52.0,admin.,divorced,high.school,no,yes,yes,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
31.0,technician,married,university.degree,no,no,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,0
31.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
37.0,technician,married,professional.course,no,yes,yes,cellular,aug,,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32.0,admin.,single,university.degree,no,no,no,cellular,apr,thu,,999.0,0.0,nonexistent,,93.075,-47.1,1.41,5099.1,0
59.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
31.0,admin.,married,professional.course,no,no,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.896,4991.6,1
35.0,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
30.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
57.0,services,married,high.school,no,yes,no,cellular,apr,mon,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,0
31.0,technician,married,high.school,no,yes,no,telephone,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
54.0,admin.,divorced,professional.course,no,yes,no,cellular,may,tue,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,0
43.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,4.0,999.0,0.0,nonexistent,1.1,,-36.4,4.857,5191.0,0
47.0,admin.,divorced,high.school,no,no,no,telephone,jun,thu,1.0,999.0,0.0,,1.4,94.465,-41.8,4.961,5228.1,0
42.0,unknown,divorced,high.school,no,no,no,telephone,,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
34.0,management,married,,no,yes,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
29.0,admin.,single,high.school,no,yes,no,cellular,may,wed,7.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,1
27.0,admin.,single,university.degree,no,yes,no,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
50.0,housemaid,divorced,high.school,no,no,no,cellular,,wed,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,0
47.0,,married,,,no,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
56.0,housemaid,divorced,basic.4y,no,no,no,cellular,nov,thu,1.0,999.0,0.0,,-0.1,93.2,-42.0,4.076,5195.8,0
29.0,technician,married,university.degree,no,no,no,telephone,may,mon,5.0,,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
31.0,housemaid,married,professional.course,no,yes,no,,jun,wed,,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
34.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
33.0,blue-collar,single,basic.9y,no,no,no,telephone,jul,tue,,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,,1
37.0,admin.,single,university.degree,no,no,no,cellular,sep,,1.0,3.0,4.0,success,-1.1,94.199,-37.5,0.879,4963.6,1
46.0,management,married,basic.6y,no,no,no,cellular,nov,mon,,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
33.0,admin.,married,university.degree,no,yes,no,cellular,aug,,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
40.0,services,married,,no,yes,no,telephone,oct,tue,1.0,999.0,,failure,-0.1,93.798,-40.4,4.968,5195.8,1
42.0,admin.,single,university.degree,unknown,yes,yes,telephone,may,wed,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
41.0,admin.,divorced,university.degree,unknown,no,no,cellular,aug,thu,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47.0,services,married,high.school,unknown,no,no,telephone,jun,fri,6.0,999.0,,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
42.0,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
61.0,technician,married,professional.course,no,no,no,cellular,oct,thu,2.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.722,5017.5,1
50.0,admin.,married,university.degree,no,yes,no,cellular,jul,thu,5.0,999.0,,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1
38.0,admin.,married,high.school,no,no,no,telephone,may,wed,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
58.0,services,married,unknown,unknown,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
37.0,technician,married,basic.9y,no,no,no,telephone,may,fri,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
49.0,technician,married,high.school,no,yes,no,cellular,may,mon,,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
42.0,services,married,professional.course,no,,no,cellular,may,,2.0,999.0,1.0,failure,-1.8,,-46.2,,5099.1,0
88.0,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,1.0,999.0,0.0,,,92.843,-50.0,1.663,5099.1,1
52.0,services,married,basic.6y,no,yes,,cellular,apr,mon,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29.0,technician,single,professional.course,no,yes,yes,cellular,nov,wed,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
48.0,technician,married,high.school,no,yes,no,telephone,may,fri,1.0,999.0,0.0,,1.1,93.994,-36.4,4.857,5191.0,0
50.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
48.0,services,married,high.school,unknown,yes,no,telephone,may,wed,9.0,,0.0,,1.1,93.994,-36.4,4.858,5191.0,0
55.0,entrepreneur,divorced,basic.9y,no,,no,cellular,,fri,7.0,999.0,,nonexistent,-3.0,92.713,-33.0,0.71,5023.5,1
27.0,admin.,single,high.school,no,yes,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
60.0,admin.,single,university.degree,no,yes,yes,cellular,may,thu,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.327,5099.1,0
31.0,management,married,university.degree,no,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,,-36.4,4.856,5191.0,0
43.0,self-employed,married,university.degree,no,no,no,cellular,jul,tue,3.0,999.0,1.0,failure,,94.215,,0.797,4991.6,1
41.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,,0
38.0,technician,married,basic.4y,no,no,yes,cellular,apr,,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
37.0,services,married,basic.6y,no,yes,no,cellular,may,tue,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
52.0,admin.,married,university.degree,no,no,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
50.0,management,married,basic.9y,no,no,no,telephone,may,,4.0,999.0,0.0,nonexistent,1.1,,-36.4,4.857,5191.0,0
53.0,services,married,basic.6y,no,yes,no,cellular,may,thu,6.0,,0.0,nonexistent,-1.8,92.893,,1.266,5099.1,0
34.0,blue-collar,married,,no,yes,no,cellular,may,,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,0
50.0,technician,married,basic.6y,no,yes,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
64.0,retired,married,,no,yes,yes,cellular,aug,fri,1.0,,1.0,failure,-2.9,92.201,-31.4,0.849,5076.2,0
43.0,unemployed,married,university.degree,unknown,no,no,telephone,,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
42.0,services,married,high.school,no,yes,no,cellular,,mon,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
36.0,management,married,university.degree,no,,no,cellular,jun,tue,1.0,999.0,1.0,failure,,94.055,-39.8,0.761,4991.6,1
52.0,self-employed,married,,unknown,yes,no,telephone,may,thu,,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
55.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
59.0,management,married,university.degree,no,,no,cellular,aug,tue,,999.0,0.0,,1.4,93.444,-36.1,4.965,5228.1,0
